日期,城市,行政區,場站名稱,總車柱數,可借車數,可還位數,經度,緯度
2026-05-30 14:30:32,新北市,新莊區,民安國小(東側),17,5,11,121.42873,25.02259
2026-05-30 14:30:32,新北市,新莊區,黃城公園(中榮街),11,1,10,121.44883,25.05277
2026-05-30 14:30:32,新北市,三重區,碧華國中(三賢街),30,9,21,121.48832,25.08861
2026-05-30 14:30:32,新北市,三重區,溪尾街(國道橋下),15,1,14,121.49151,25.07486
2026-05-30 14:30:32,新北市,三重區,興德路134號(前),20,11,9,121.47102,25.05287
2026-05-30 14:30:32,新北市,三峽區,光明停車場,15,6,9,121.37410,24.93036
2026-05-30 14:30:32,新北市,土城區,捷運土城站(3號出口),33,3,30,121.44527,24.97390
2026-05-30 14:30:32,新北市,永和區,雙和公園,11,4,7,121.50883,25.00229
2026-05-30 14:30:32,新北市,永和區,保平路268巷,13,13,0,121.50857,25.00532
2026-05-30 14:30:32,新北市,汐止區,長興街二段62號,13,6,7,121.67449,25.08192
2026-05-30 14:30:32,新北市,林口區,文化北中華路口,19,8,11,121.37874,25.09322
2026-05-30 14:30:32,新北市,林口區,四維文化二路口,27,24,3,121.37604,25.07899
2026-05-30 14:30:32,新北市,林口區,文化二路一段260巷口,14,1,13,121.37107,25.07366
2026-05-30 14:30:32,新北市,淡水區,新市三崁頂三路口,20,12,8,121.43063,25.19691
2026-05-30 14:30:32,新北市,新店區,明德路65巷口,15,6,9,121.54145,24.97670
2026-05-30 14:30:32,新北市,三峽區,臺北大學商學院(法商大道),26,18,8,121.37146,24.94499
2026-05-30 14:30:32,新北市,三峽區,臺北大學行政大樓(公政大道),34,3,31,121.37037,24.94457
2026-05-30 14:30:32,新北市,永和區,中信停車場(中興街),17,3,14,121.51864,25.01228
2026-05-30 14:30:32,新北市,汐止區,長興橋,15,5,10,121.67187,25.08055
2026-05-30 14:30:32,新北市,汐止區,秀峰國小(仁愛路106巷),16,5,11,121.66294,25.06266
2026-05-30 14:30:32,新北市,林口區,文化三路一段447巷口,15,4,10,121.36821,25.07464
2026-05-30 14:30:32,新北市,板橋區,萬板高架橋下停車場,20,3,17,121.48183,25.02729
2026-05-30 14:30:32,新北市,淡水區,輕軌紅樹林站,48,37,11,121.458868,25.155053
2026-05-30 14:30:32,新北市,新店區,中華郵政玫瑰城郵局,16,10,6,121.49674,24.94702
2026-05-30 14:30:32,新北市,新店區,輕軌耕莘安康院區站,29,7,22,121.50368,24.95453
2026-05-30 14:30:32,新北市,新店區,輕軌景文科大站,27,11,16,121.50964,24.95474
2026-05-30 14:30:32,新北市,新店區,三民地下停車場,24,7,17,121.53718,24.97097
2026-05-30 14:30:32,新北市,新莊區,新北市立圖書館新莊中港分館,13,9,4,121.45222,25.04643
2026-05-30 14:30:32,新北市,樹林區,保安立體停車場,12,10,2,121.42652,24.99334
2026-05-30 14:30:32,新北市,樹林區,彭厝市場,22,6,16,121.41828,24.97848
2026-05-30 14:30:32,新北市,雙溪區,雙溪車站,55,26,29,121.86650,25.03914
2026-05-30 14:30:32,新北市,三峽區,大同路270巷口,15,1,14,121.36551,24.92526
2026-05-30 14:30:32,新北市,三峽區,中園街福隆宮,15,3,12,121.36717,24.92239
2026-05-30 14:30:32,新北市,三峽區,臺北大學隆恩哨(忘憂路),15,8,7,121.36547,24.94254
2026-05-30 14:30:32,新北市,土城區,裕華街,15,7,8,121.44643,24.99050
2026-05-30 14:30:32,新北市,土城區,金城?廷街口,9,2,7,121.46864,24.98814
2026-05-30 14:30:32,新北市,中和區,民德路口,15,5,10,121.46885,25.00203
2026-05-30 14:30:32,新北市,中和區,佳和公園(中山路二段64巷7弄),15,4,11,121.50358,25.00492
2026-05-30 14:30:32,新北市,林口區,松柏公園,10,9,1,121.37942,25.09129
2026-05-30 14:30:32,新北市,林口區,文林公園,15,4,11,121.37525,25.08711
2026-05-30 14:30:32,新北市,林口區,扶輪公園(忠孝路),33,0,33,121.36850,25.07239
2026-05-30 14:30:32,新北市,板橋區,文聖國小(松柏街50巷),12,2,10,121.47611,25.02929
2026-05-30 14:30:32,新北市,泰山區,山腳停車場,15,4,11,121.42904,25.06515
2026-05-30 14:30:32,新北市,新店區,綠湖公園地下停車場,27,24,3,121.54613,24.97956
2026-05-30 14:30:32,新北市,新店區,十四張?文路口,15,6,9,121.52978,24.98055
2026-05-30 14:30:32,新北市,新莊區,五工路68巷口,25,8,16,121.458836,25.062942
2026-05-30 14:30:32,新北市,鶯歌區,尖山路高厝巷口,15,10,5,121.34102,24.94495
2026-05-30 14:30:32,新北市,三重區,仁愛街422巷口,17,2,15,121.49026,25.08153
2026-05-30 14:30:32,新北市,三重區,德厚公園,15,3,12,121.47809,25.04883
2026-05-30 14:30:32,新北市,土城區,金城路三段156號前,15,5,10,121.46708,24.98728
2026-05-30 14:30:32,新北市,土城區,土城區公所,28,12,16,121.44316,24.97190
2026-05-30 14:30:32,新北市,中和區,景平橋和路口,15,0,15,121.49479,25.00672
2026-05-30 14:30:32,新北市,林口區,文化廣場,30,14,15,121.36629,25.07294
2026-05-30 14:30:32,新北市,林口區,信義文化三路口,24,19,5,121.37541,25.08214
2026-05-30 14:30:32,新北市,板橋區,華江橋自行車牽引道,16,5,11,121.48046,25.03562
2026-05-30 14:30:32,新北市,新莊區,復興化成路口,15,8,7,121.46453,25.04457
2026-05-30 14:30:32,新北市,新莊區,思源路192巷口,23,7,16,121.46010,25.04823
2026-05-30 14:30:32,新北市,蘆洲區,蘆洲中山立體停車場,15,4,11,121.47325,25.08355
2026-05-30 14:30:32,新北市,鶯歌區,鳳福鳳三路口,22,5,17,121.33143,24.97567
2026-05-30 14:30:32,新北市,三重區,三重區停八停車場,17,8,9,121.47621,25.05365
2026-05-30 14:30:32,新北市,中和區,景新立體停車場,12,5,7,121.51301,24.98985
2026-05-30 14:30:32,新北市,汐止區,五堵車站(長安路),13,12,1,121.66821,25.07813
2026-05-30 14:30:32,新北市,板橋區,八德公園,14,3,11,121.47482,25.02378
2026-05-30 14:30:32,新北市,板橋區,華江公園,12,2,10,121.47099,25.01946
2026-05-30 14:30:32,新北市,板橋區,中山路二段90巷,13,0,13,121.47523,25.01634
2026-05-30 14:30:32,新北市,泰山區,台貿三村停車場,15,7,8,121.43169,25.06712
2026-05-30 14:30:32,新北市,新店區,中正路399巷口,22,6,16,121.53455,24.97710
2026-05-30 14:30:32,新北市,蘆洲區,鴨母港停車場,14,0,14,121.45584,25.08283
2026-05-30 14:30:32,新北市,三峽區,三峽中山公園,15,3,12,121.36584,24.93561
2026-05-30 14:30:32,新北市,石碇區,烏塗窟聚福宮,15,6,9,121.6562,24.97551
2026-05-30 14:30:32,新北市,汐止區,茄苳茄福街口,15,2,10,121.673,25.06723
2026-05-30 14:30:32,新北市,林口區,立功公園,14,11,3,121.35858,25.06763
2026-05-30 14:30:32,新北市,林口區,文化一路一段190巷口,10,1,8,121.37905,25.07549
2026-05-30 14:30:32,新北市,板橋區,長安街251巷,16,0,16,121.47236,25.01063
2026-05-30 14:30:32,新北市,板橋區,板橋435藝文特區,18,6,12,121.45269,25.02396
2026-05-30 14:30:32,新北市,板橋區,聖若望平面停車場,15,1,14,121.45188,25.01068
2026-05-30 14:30:32,新北市,板橋區,板橋435藝文特區(環河西路),12,7,5,121.4506,25.02473
2026-05-30 14:30:32,新北市,板橋區,縣民富山街口,10,4,6,121.47605,25.02201
2026-05-30 14:30:32,新北市,淡水區,新市一中山北路口,14,1,13,121.44412,25.18296
2026-05-30 14:30:32,新北市,瑞芳區,猴硐火車站,60,13,47,121.82719,25.08647
2026-05-30 14:30:32,新北市,新店區,安民街停車場,16,5,11,121.51686,24.97077
2026-05-30 14:30:32,新北市,新莊區,國泰國小,14,3,11,121.44186,25.03398
2026-05-30 14:30:32,新北市,新莊區,建國一路平面停車場,18,11,7,121.43491,25.02394
2026-05-30 14:30:32,新北市,蘆洲區,永安長安街131巷口,14,5,9,121.45960,25.08033
2026-05-30 14:30:32,新北市,三重區,中正北路25巷(交響院社區),40,5,35,121.49185,25.06318
2026-05-30 14:30:32,新北市,三重區,興穀國小,35,2,32,121.47421,25.04937
2026-05-30 14:30:32,新北市,三峽區,臺北大學蓮池,34,18,16,121.37117,24.94723
2026-05-30 14:30:32,新北市,三峽區,北大高中,23,7,16,121.37505,24.9492
2026-05-30 14:30:32,新北市,中和區,興南路二段231巷口,19,1,18,121.50350,24.98229
2026-05-30 14:30:32,新北市,中和區,和城停車場,15,7,8,121.48917,24.99404
2026-05-30 14:30:32,新北市,石門區,富基漁港,26,5,21,121.53624,25.29301
2026-05-30 14:30:32,新北市,汐止區,汐止國民運動中心游泳池(忠孝東路),12,12,0,121.65726,25.06416
2026-05-30 14:30:32,新北市,汐止區,大同路三段148號,19,7,12,121.67296,25.07617
2026-05-30 14:30:32,新北市,林口區,忠福南勢一街口,20,11,9,121.36137,25.07744
2026-05-30 14:30:32,新北市,林口區,林口高中(四維路),23,12,11,121.38159,25.07386
2026-05-30 14:30:32,新北市,板橋區,中山國小地下停車場,18,9,9,121.44859,25.00080
2026-05-30 14:30:32,新北市,板橋區,南雅西路二段145巷,18,0,17,121.45172,25.01171
2026-05-30 14:30:32,新北市,板橋區,捷運環狀線板橋站(5號出口),99,39,60,121.46359,25.01598
2026-05-30 14:30:32,新北市,淡水區,濱海路一段306巷9弄,15,2,13,121.43858,25.19100
2026-05-30 14:30:32,新北市,新店區,央北新村平面停車場,49,12,37,121.52737,24.97752
2026-05-30 14:30:32,新北市,新店區,胡璉故居紀念館,10,5,5,121.52763,24.96171
2026-05-30 14:30:32,新北市,新店區,安和路二段117巷口,17,5,12,121.51883,24.97029
2026-05-30 14:30:32,新北市,新莊區,中港平面停車場,21,8,12,121.45271,25.04485
2026-05-30 14:30:32,新北市,樹林區,佳園學成路口,22,6,16,121.38500,24.94695
2026-05-30 14:30:32,新北市,蘆洲區,民族路314巷口,14,7,7,121.47707,25.09020
2026-05-30 14:30:32,新北市,蘆洲區,國道路二段88號,17,12,5,121.47198,25.07455
2026-05-30 14:30:32,新北市,八里區,片仔溝公園,20,4,16,121.40581,25.15020
2026-05-30 14:30:32,新北市,三峽區,臺北大學法學院(鳶飛大道),29,9,19,121.37333,24.94438
2026-05-30 14:30:32,新北市,三峽區,臺北大學公共事務大樓(公政大道),34,23,10,121.37121,24.94325
2026-05-30 14:30:32,新北市,三峽區,臺北大學社科院(圖資大道),37,20,17,121.36912,24.94396
2026-05-30 14:30:32,新北市,土城區,中央路三段281巷,24,3,20,121.42679,24.96314
2026-05-30 14:30:32,新北市,土城區,中山三民路口(土城工業區),40,4,36,121.42122,24.96287
2026-05-30 14:30:32,新北市,土城區,中央公園(莊園街),33,17,16,121.44565,24.98205
2026-05-30 14:30:32,新北市,中和區,台灣科技公園,30,8,20,121.49115,24.99855
2026-05-30 14:30:32,新北市,中和區,民樂停車場,20,17,3,121.48391,25.00134
2026-05-30 14:30:32,新北市,汐止區,福德二路19巷口,12,3,9,121.63533,25.06841
2026-05-30 14:30:32,新北市,板橋區,縣民大道三段270巷口,11,10,1,121.47835,25.02323
2026-05-30 14:30:32,新北市,淡水區,濱海路一段306巷60弄,14,4,10,121.44198,25.19157
2026-05-30 14:30:32,新北市,淡水區,新春街125巷(樂活?社區),29,16,13,121.44155,25.18270
2026-05-30 14:30:32,新北市,新店區,中央新村(中央三街),23,5,18,121.52488,24.97640
2026-05-30 14:30:32,新北市,新店區,新安永安街94巷口,20,4,16,121.52034,24.98446
2026-05-30 14:30:32,新北市,鶯歌區,中正一仁愛路口,15,9,6,121.3532,24.95672
2026-05-30 14:30:32,新北市,鶯歌區,國中高職東街口,15,5,10,121.34116,24.94117
2026-05-30 14:30:32,新北市,三重區,龍濱公園,14,4,10,121.50218,25.07298
2026-05-30 14:30:32,新北市,中和區,水源路29巷/光華街口,11,7,4,121.50429,25.00414
2026-05-30 14:30:32,新北市,汐止區,樟樹國小(樟樹一路145巷口),20,5,15,121.64240,25.06735
2026-05-30 14:30:32,新北市,林口區,文化二路一段68巷口,21,14,6,121.36524,25.06812
2026-05-30 14:30:32,新北市,板橋區,華江二華江一路口(帝國花園廣場社區),40,5,35,121.47523,25.03544
2026-05-30 14:30:32,新北市,新店區,永平休閒廣場,15,8,7,121.51610,24.98432
2026-05-30 14:30:31,新北市,三重區,神農街/光復路二段129巷口,26,10,16,121.47409,25.05899
2026-05-30 14:30:31,新北市,三峽區,龍埔介壽路口,30,10,20,121.39008,24.93513
2026-05-30 14:30:31,新北市,土城區,莒光四村停車場,12,6,6,121.44639,24.98716
2026-05-30 14:30:31,新北市,土城區,捷運永寧站(3號出口),23,3,20,121.43688,24.96711
2026-05-30 14:30:31,新北市,土城區,學士龍山二街口(金城舞2社區),31,0,31,121.45049,24.97991
2026-05-30 14:30:31,新北市,中和區,中和公園(秀安街口),15,11,3,121.51498,25.00218
2026-05-30 14:30:31,新北市,永和區,捷運頂溪站(中興街),48,4,14,121.51526,25.01223
2026-05-30 14:30:31,新北市,林口區,林口國民運動中心(文化三路),20,9,11,121.37961,25.08712
2026-05-30 14:30:31,新北市,板橋區,大觀路二段265巷3弄口,10,1,9,121.44286,24.99828
2026-05-30 14:30:31,新北市,板橋區,力行新村,12,5,7,121.44347,24.99917
2026-05-30 14:30:31,新北市,淡水區,中正東路一段81巷,15,11,4,121.45311,25.16205
2026-05-30 14:30:31,新北市,萬里區,龜吼停車場,11,11,0,121.68602,25.19560
2026-05-30 14:30:31,新北市,新店區,寶中寶橋路口,17,6,11,121.55028,24.97862
2026-05-30 14:30:31,新北市,新店區,輕軌玫瑰中國城站,30,13,17,121.49418,24.95101
2026-05-30 14:30:31,新北市,新店區,輕軌台北小城站(北側),14,8,6,121.49833,24.95351
2026-05-30 14:30:31,新北市,新店區,安德停車場,12,5,7,121.50882,24.96039
2026-05-30 14:30:31,新北市,新莊區,潭底溝休憩廣場,10,2,8,121.42636,25.02191
2026-05-30 14:30:31,新北市,新莊區,廣停一機車停車場,15,2,13,121.45766,25.06209
2026-05-30 14:30:31,新北市,樹林區,俊英街125巷口,15,4,11,121.42446,25.01080
2026-05-30 14:30:31,新北市,鶯歌區,二橋派出所,11,5,6,121.33884,24.94216
2026-05-30 14:30:31,新北市,三重區,三和慈愛街口,11,3,8,121.48417,25.07814
2026-05-30 14:30:31,新北市,三重區,三和龍門路口,18,14,3,121.4949,25.0718
2026-05-30 14:30:31,新北市,三重區,元信二仁愛街口,20,6,14,121.49417,25.07709
2026-05-30 14:30:31,新北市,三峽區,國慶三樹路口,20,0,20,121.37738,24.93826
2026-05-30 14:30:31,新北市,三峽區,光明路69巷口,17,6,11,121.37726,24.92918
2026-05-30 14:30:31,新北市,土城區,金城龍山二街口,20,0,0,121.45096,24.97881
2026-05-30 14:30:31,新北市,土城區,捷運土城站(1號出口),10,3,7,121.44418,24.97314
2026-05-30 14:30:31,新北市,汐止區,啟德橋(招商街),19,2,16,121.66801,25.06786
2026-05-30 14:30:31,新北市,板橋區,中正路145巷口,18,6,12,121.45660,25.01587
2026-05-30 14:30:31,新北市,板橋區,僑中二街92巷口,21,2,19,121.44632,25.00879
2026-05-30 14:30:31,新北市,板橋區,板樹體育館,15,10,5,121.42758,24.9822
2026-05-30 14:30:31,新北市,淡水區,淡海路182巷口,15,4,11,121.42044,25.18459
2026-05-30 14:30:31,新北市,新店區,十四張歷史公園(南側),20,12,8,121.52844,24.97900
2026-05-30 14:30:31,新北市,新店區,寶強文化路口,11,6,5,121.54351,24.97914
2026-05-30 14:30:31,新北市,新店區,北新路二段228巷口,12,0,12,121.54284,24.97775
2026-05-30 14:30:31,新北市,新店區,安民街35巷口,13,9,4,121.51564,24.96484
2026-05-30 14:30:31,新北市,新店區,廣興河濱公園,16,7,9,121.53739,24.91255
2026-05-30 14:30:31,新北市,新店區,輕軌雙城站,21,2,19,121.48985,24.94679
2026-05-30 14:30:31,新北市,新店區,輕軌安康站,21,3,18,121.51717,24.96525
2026-05-30 14:30:31,新北市,新店區,輕軌新和國小站,23,10,13,121.51830,24.98338
2026-05-30 14:30:31,新北市,新莊區,福祿1號公園,15,1,14,121.4638,25.06386
2026-05-30 14:30:31,新北市,樹林區,東興街,15,12,3,121.40999,24.97872
2026-05-30 14:30:31,新北市,樹林區,俊英大安路口,14,6,8,121.42818,25.00379
2026-05-30 14:30:31,新北市,鶯歌區,北鶯停車場,20,14,6,121.35992,24.95567
2026-05-30 14:30:31,新北市,三重區,國隆大仁街口,17,3,13,121.492,25.06468
2026-05-30 14:30:31,新北市,三峽區,溪東市民活動中心,20,7,13,121.40753,24.93192
2026-05-30 14:30:31,新北市,三峽區,龍埔自行車道(民生街1巷),20,11,7,121.37824,24.93455
2026-05-30 14:30:31,新北市,土城區,土城國小(興城路),17,2,15,121.44149,24.97267
2026-05-30 14:30:31,新北市,土城區,中央路四段33號北側,15,2,13,121.42329,24.96222
2026-05-30 14:30:31,新北市,土城區,青雲路434巷口,18,3,15,121.45915,24.97193
2026-05-30 14:30:31,新北市,中和區,雙和醫院(圓通路252巷口),36,10,26,121.49373,24.99092
2026-05-30 14:30:31,新北市,永和區,中山路一段17巷口,11,7,4,121.51375,25.01039
2026-05-30 14:30:31,新北市,板橋區,縣民漢生東路口(西北側),36,15,19,121.46624,25.01531
2026-05-30 14:30:31,新北市,板橋區,府中立體停車場,15,10,5,121.45436,25.00979
2026-05-30 14:30:31,新北市,板橋區,湳仔二橋,15,7,8,121.45192,25.00118
2026-05-30 14:30:31,新北市,泰山區,明志貴鳳街口,17,1,16,121.42108,25.03124
2026-05-30 14:30:31,新北市,淡水區,崁頂三路,15,5,10,121.43177,25.20081
2026-05-30 14:30:31,新北市,淡水區,鄧公路30巷,15,15,0,121.45241,25.16979
2026-05-30 14:30:31,新北市,淡水區,新民新春街口,20,6,14,121.43567,25.18123
2026-05-30 14:30:31,新北市,新莊區,中正路883巷口,14,8,6,121.41682,25.02491
2026-05-30 14:30:31,新北市,新莊區,捷運迴龍站(2號出口),11,9,2,121.41100,25.02110
2026-05-30 14:30:31,新北市,樹林區,東順街36巷口,11,3,8,121.41149,24.97831
2026-05-30 14:30:31,新北市,鶯歌區,育英建國路口,12,10,2,121.34693,24.95356
2026-05-30 14:30:31,新北市,鶯歌區,光明橋,14,7,6,121.34128,24.95577
2026-05-30 14:30:31,新北市,八里區,挖仔尾自然生態保留區,15,4,8,121.41586,25.16419
2026-05-30 14:30:31,新北市,八里區,八里國小,15,0,14,121.4026,25.14896
2026-05-30 14:30:31,新北市,三峽區,三峽國小(中山路),21,1,20,121.36779,24.93474
2026-05-30 14:30:31,新北市,三峽區,臺北大學田徑場(體風路),52,15,37,121.36433,24.9395
2026-05-30 14:30:31,新北市,土城區,清水高中(國際路),13,11,2,121.46498,24.98034
2026-05-30 14:30:31,新北市,土城區,中央中華路口(金城),16,1,15,121.43808,24.96875
2026-05-30 14:30:31,新北市,中和區,烘爐地山下籃球場,14,10,4,121.4987,24.9798
2026-05-30 14:30:31,新北市,中和區,國光街圓環小公園,16,2,14,121.46987,25.00135
2026-05-30 14:30:31,新北市,永和區,捷運頂溪站(復興街1巷),15,4,11,121.51544,25.0131
2026-05-30 14:30:31,新北市,板橋區,民生路二段/文化路一段286巷口,13,9,4,121.46885,25.02132
2026-05-30 14:30:31,新北市,淡水區,捷運淡水站(中正鼻頭街口),14,0,13,121.44675,25.16670
2026-05-30 14:30:31,新北市,淡水區,文中四公園,20,6,14,121.4235,25.1854
2026-05-30 14:30:31,新北市,淡水區,輕軌竿蓁林站,10,1,9,121.45607,25.16206
2026-05-30 14:30:31,新北市,新店區,雙城公園(安康路),13,6,7,121.49035,24.95176
2026-05-30 14:30:31,新北市,新莊區,中誠立體停車場,10,9,1,121.45137,25.04757
2026-05-30 14:30:31,新北市,樹林區,三俊街65巷口,15,8,7,121.41359,25.01585
2026-05-30 14:30:31,新北市,蘆洲區,永安南路二段16巷口,10,6,4,121.46765,25.07702
2026-05-30 14:30:31,新北市,三重區,力行路二段91巷口,13,2,11,121.48255,25.07583
2026-05-30 14:30:31,新北市,三重區,正義國小地下停車場,13,11,2,121.49491,25.06492
2026-05-30 14:30:31,新北市,土城區,延吉街47巷口,10,3,6,121.47236,24.98795
2026-05-30 14:30:31,新北市,汐止區,樟江大橋,13,7,6,121.64481,25.07578
2026-05-30 14:30:31,新北市,汐止區,春之霖社區,11,7,4,121.6625,25.0794
2026-05-30 14:30:31,新北市,板橋區,板橋車站(新站路),28,10,18,121.46438,25.01529
2026-05-30 14:30:31,新北市,淡水區,淡水行政中心,10,7,3,121.44407,25.18696
2026-05-30 14:30:31,新北市,萬里區,萬里區行政中心,13,1,11,121.68907,25.17811
2026-05-30 14:30:31,新北市,樹林區,?寮公園,12,4,8,121.41264,25.00694
2026-05-30 14:30:31,新北市,樹林區,樹林區第三平面停車場,13,10,3,121.41107,24.98928
2026-05-30 14:30:31,新北市,三芝區,櫻花水車公園,15,4,11,121.50125,25.25119
2026-05-30 14:30:31,新北市,三重區,仁美街/三和路四段145巷口,12,11,1,121.48636,25.07872
2026-05-30 14:30:31,新北市,三重區,捷運三和國中站(2號出口),17,16,1,121.48635,25.07703
2026-05-30 14:30:31,新北市,中和區,捷運景平站(景平路278巷口),23,19,4,121.51513,24.99244
2026-05-30 14:30:31,新北市,中和區,中原五街口,20,10,9,121.48603,25.01086
2026-05-30 14:30:31,新北市,中和區,遠東世紀廣場C棟,26,8,18,121.48645,24.99853
2026-05-30 14:30:31,新北市,永和區,頂溪國小地下停車場,13,3,9,121.51057,25.01452
2026-05-30 14:30:31,新北市,板橋區,捷運江子翠站(2號出口),26,22,4,121.472,25.02999
2026-05-30 14:30:31,新北市,淡水區,水管公園,15,9,6,121.42059,25.19366
2026-05-30 14:30:31,新北市,淡水區,淡水新市鎮兒童公園,15,8,7,121.44227,25.18509
2026-05-30 14:30:31,新北市,新店區,寶中路97巷口,13,2,10,121.54878,24.98047
2026-05-30 14:30:31,新北市,新店區,輕軌陽光運動公園站,20,16,4,121.51928,24.97193
2026-05-30 14:30:31,新北市,蘆洲區,捷運蘆洲站(1號出口),48,39,7,121.4651,25.09113
2026-05-30 14:30:31,新北市,三峽區,三樹大學路口,24,5,19,121.37816,24.93951
2026-05-30 14:30:31,新北市,土城區,捷運永寧站(4號出口),12,5,6,121.43677,24.96744
2026-05-30 14:30:31,新北市,中和區,華夏科技大學(華新街),16,1,15,121.50785,24.98247
2026-05-30 14:30:31,新北市,板橋區,信義和平路口,15,2,13,121.45721,24.99455
2026-05-30 14:30:31,新北市,板橋區,稚匯公園(華江三路),19,2,17,121.47255,25.03562
2026-05-30 14:30:31,新北市,板橋區,捷運江子翠站(1號出口),13,12,1,121.47162,25.03043
2026-05-30 14:30:31,新北市,泰山區,莊泰坡雅路口(沐光社區),40,24,16,121.43938,25.04633
2026-05-30 14:30:31,新北市,泰山區,捷運泰山站(4號出口),26,23,1,121.43909,25.05313
2026-05-30 14:30:31,新北市,淡水區,新市二路三段/濱海路二段202巷口,15,4,11,121.43482,25.19343
2026-05-30 14:30:31,新北市,淡水區,新民街一段(台北灣社區),21,15,6,121.43187,25.18536
2026-05-30 14:30:31,新北市,樹林區,中正千歲街口,17,8,9,121.42756,24.99948
2026-05-30 14:30:31,新北市,樹林區,中正路248巷口,10,6,4,121.41774,25.00717
2026-05-30 14:30:31,新北市,蘆洲區,鷺江國中(長興路298巷),15,2,12,121.46106,25.09005
2026-05-30 14:30:31,新北市,蘆洲區,蘆洲兒五公園,19,9,9,121.48056,25.08858
2026-05-30 14:30:31,新北市,鶯歌區,建國國小,15,3,12,121.34727,24.95521
2026-05-30 14:30:31,新北市,八里區,八里文化公園(棒球場),60,13,45,121.41251,25.16359
2026-05-30 14:30:31,新北市,三芝區,三芝國中,14,9,0,121.50182,25.25898
2026-05-30 14:30:31,新北市,三峽區,臺北大學宿舍(學成路),36,7,29,121.36856,24.94092
2026-05-30 14:30:31,新北市,土城區,大安市民活動中心,25,4,21,121.43935,24.96595
2026-05-30 14:30:31,新北市,土城區,和平路105號,10,2,8,121.45129,24.96847
2026-05-30 14:30:31,新北市,中和區,碧河里公園(建康路),16,3,12,121.49171,25.00013
2026-05-30 14:30:31,新北市,中和區,飛駝二村,11,1,10,121.51138,24.9836
2026-05-30 14:30:31,新北市,汐止區,樟樹一山光路口,30,0,30,121.64286319301775,25.070296258183784
2026-05-30 14:30:31,新北市,板橋區,海山高中(漢生東路),40,9,31,121.47048,25.01067
2026-05-30 14:30:31,新北市,板橋區,浮洲運動公園,14,7,7,121.44980,25.01419
2026-05-30 14:30:31,新北市,板橋區,文丘公園,15,8,6,121.44966,25.02365
2026-05-30 14:30:31,新北市,新店區,寶橋路235巷,32,8,24,121.55102,24.98278
2026-05-30 14:30:31,新北市,新莊區,福壽昌智路口,30,0,30,121.45804,25.05614
2026-05-30 14:30:31,新北市,樹林區,大安文化街口,21,11,10,121.41595,24.98962
2026-05-30 14:30:31,新北市,樹林區,中華路379巷口,14,4,10,121.41239,24.97986
2026-05-30 14:30:31,新北市,蘆洲區,三民長榮路口,15,3,12,121.4616,25.09328
2026-05-30 14:30:31,新北市,八里區,八里區民活動中心,14,6,7,121.40126,25.14933
2026-05-30 14:30:31,新北市,三重區,光明市場,27,6,21,121.49181,25.05734
2026-05-30 14:30:31,新北市,三重區,元富一街/仁義街79巷口,15,5,10,121.49955,25.08006
2026-05-30 14:30:31,新北市,三峽區,國際二國學街口,15,4,10,121.37233,24.94319
2026-05-30 14:30:31,新北市,三峽區,大學學成路口,11,6,4,121.37521,24.94298
2026-05-30 14:30:31,新北市,三峽區,薇多綠雅社區(警衛亭),19,15,4,121.35816,24.90883
2026-05-30 14:30:31,新北市,土城區,裕生停車場,15,8,7,121.44687,24.9846
2026-05-30 14:30:31,新北市,永和區,瓦?截流站,11,11,0,121.49972,25.009
2026-05-30 14:30:31,新北市,汐止區,秀峰高中(忠孝東路),16,10,6,121.66172,25.06635
2026-05-30 14:30:31,新北市,林口區,八德文化三路口,26,7,19,121.35992,25.06597
2026-05-30 14:30:31,新北市,坪林區,水柳腳立體停車場,23,11,12,121.71021,24.93555
2026-05-30 14:30:31,新北市,板橋區,黃石中繼市場,20,3,17,121.45699,25.0125
2026-05-30 14:30:31,新北市,板橋區,後埔國小,12,7,4,121.4643,25.00339
2026-05-30 14:30:31,新北市,淡水區,濱海路二段202巷,15,4,11,121.43477,25.19162
2026-05-30 14:30:31,新北市,新店區,雙城國小,15,8,7,121.48628,24.95186
2026-05-30 14:30:31,新北市,蘆洲區,長榮路211巷口,17,2,15,121.46108,25.08478
2026-05-30 14:30:31,新北市,蘆洲區,正和中正路口,12,2,10,121.47059,25.08287
2026-05-30 14:30:31,新北市,三重區,永福國小(永福街72巷),31,15,16,121.47985,25.07657
2026-05-30 14:30:31,新北市,三峽區,中園國小(民權街),19,8,11,121.36767,24.92853
2026-05-30 14:30:31,新北市,三峽區,薇多綠雅社區(活動中心),15,13,2,121.35727,24.90955
2026-05-30 14:30:31,新北市,中和區,台灣電力公司中和服務所,17,9,8,121.50683,24.99149
2026-05-30 14:30:31,新北市,中和區,員山路36巷口,19,8,11,121.48211,24.9908
2026-05-30 14:30:31,新北市,永和區,永成市民活動中心,12,0,12,121.5101,25.0173
2026-05-30 14:30:31,新北市,汐止區,中興工建路口,20,1,19,121.63535,25.06128
2026-05-30 14:30:31,新北市,林口區,東明公園(興林路221巷),18,5,13,121.39021,25.07195
2026-05-30 14:30:31,新北市,板橋區,文化路一段212巷口,20,18,2,121.46639,25.02021
2026-05-30 14:30:31,新北市,板橋區,大觀段平面停車場,18,8,10,121.45064,25.005
2026-05-30 14:30:31,新北市,淡水區,捷運淡水站(中正東路),40,1,39,121.44684,25.16771
